,cerebellum,colon,endometrium,hippocampus,kidney,liver,placenta
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.1388888888888889,0.0,0.0,0.8611111111111112,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.45454545454545453,0.0,0.5454545454545454,0.0,0.0
